,search_link,user_name,user_handle,tweet_date,timestamp,tweet_content,replies,retweets,likes,app
10,https://twitter.com/search?q=%23IRDA%20%23Insurance&src=typed_query&f=top,Vijay Kumar Gaba,/IndInitiatives,"Nov 2, 2020",2020-11-02 07:59:46+00:00,#IRDA   Chairman teaches investors how averages work. There are some who spend more than average and there are some who spend less than average. And there lies the opportunity. It has nothing to do with per capita income and surplus income.   #insurance,1,,1,IRDA
11,https://twitter.com/search?q=%23IRDA%20%23Insurance&src=typed_query&f=top,Urman Ali - عرمي,/UrmanAlig,"Oct 6, 2018",2018-10-06 18:13:43+00:00,"#Insurance   is most unorganised industry in  #NewIndia  under the leadership of   without any concrete policy, Insurance palyers using own strategy & tactics to grab market share.   #IRDA   
CC.
     
 
",,2,4,IRDA
12,https://twitter.com/search?q=%23IRDA%20%23Insurance&src=typed_query&f=top,Pavitra Kumar,/iPavitrakumar,"May 3, 2022",2022-05-03 08:45:51+00:00,There are big fraud happening on   #insurance    #policies    and     #IRDA   &  #healthinsurance    ,,1,,IRDA
13,https://twitter.com/search?q=%23IRDA%20%23Insurance&src=typed_query&f=top,InvestmentGurus,/GurusInvestment,"Jul 3, 2020",2020-07-03 11:11:30+00:00,"Big Zero to  #customerservice    #insurance    #lifeinsurance   #Maxlife   #bharosekanumber        #irda    #irdai    

First I got my Policies reinstatement confirmations via authorized email & calls.
After 2 days,   denied the communication.
 #Looters",1,4,5,IRDA
14,https://twitter.com/search?q=%23IRDA%20%23Insurance&src=typed_query&f=top,Sudha Khandelwal,/sudhakhandelwal,Aug 15,2023-08-15 16:47:36+00:00,"Very important to take care of these points, revisit your health insurance if you have taken long back or planning to take - 
Room rents and other capping in healthcare insurance   via  
 #HealthInsurance    #insurance  
  #irda",,,1,IRDA
15,https://twitter.com/search?q=%23IRDA%20%23Insurance&src=typed_query&f=top,Anil Budur Lulla,/anil_lulla,"Nov 27, 2022",2022-11-27 14:40:53+00:00,Has anyone bought vehicle insurance online? Pls send me your experience.   #insurance     #irda    #vehicles   #car   #bike   #Accidents   #ConsumerSpending,20,3,9,IRDA
16,https://twitter.com/search?q=%23IRDA%20%23Insurance&src=typed_query&f=top,Gaurav Kumar Bansal,/AdvGauravKumar,"Jun 16, 2020",2020-06-16 05:27:16+00:00,"Happy to inform all of your goodself that Honble Supreme Court has issued Notice to   #IRDA   & UNION HEALTH MINISTRY and has asked them to file Counter Affidavit on the steps taken by them to INCLUDE  #mentalillness  under   #insurance   policies...

 #MentalHealthMatters",3,14,22,IRDA
17,https://twitter.com/search?q=%23IRDA%20%23Insurance&src=typed_query&f=top,climate change,/hardikpatelelec,"Feb 16, 2022",2022-02-16 06:20:48+00:00,#policybazzar  no salse after service in policy cancelled do not use the policy bazar insurance .....  #irda     #insurance    #insuranceoumusmount,1,,2,IRDA
18,https://twitter.com/search?q=%23IRDA%20%23Insurance&src=typed_query&f=top,"Aprajita Sharma, CFPcm",/apri_sharma,"Oct 6, 2020",2020-10-06 10:32:12+00:00,"#IRDA   had put out an exposure draft on colour coding of health insurance policies yesterday night. It's no longer available on their website. Weird. Should anyone finds it, please share.   #insurance",1,4,4,IRDA
19,https://twitter.com/search?q=%23IRDA%20%23Insurance&src=typed_query&f=top,Rakesh Bhandari ,/rakeshbhandari,Mar 28,2023-03-28 03:07:40+00:00,New era of Insurance sector begin as with new norms. Insurance product is going to be cheaper and will have great penetration. Market size is going to be multifolds in coming years. Well done   #irda   !! Push to Pull journey started for   #insurance   product.   ,5,2,8,IRDA
20,https://twitter.com/search?q=%23IRDA%20%23Insurance&src=typed_query&f=top,riskwolf,/riskwolf_ag,"Nov 30, 2022",2022-11-30 08:06:49+00:00,"IRDAI is looking to make proactive efforts to increase insurance penetration and allow innovative insurance products and processes for a seamless customer experience.

Head over to the article at  
  #insurance    #fintech   #dataanalytics   #iot   #insurtech    #irda",,2,,IRDA
21,https://twitter.com/search?q=%23IRDA%20%23Insurance&src=typed_query&f=top,Shrinidhi Hande,/enidhi,"Nov 2, 2020",2020-11-02 08:52:29+00:00,"Paid 1732₹ for just 3rd party liability insurance for my bike, including a mandatory accident cover (to claim which I have to either die or be permanent handicap).. Insurance was 1400₹ in 2014 including own damage. Such a rip off n loot..   #irda     #insurance    #auto",5,3,20,IRDA
22,https://twitter.com/search?q=%23IRDA%20%23Insurance&src=typed_query&f=top,Zopper,/Zopper_IN,"Aug 9, 2022",2022-08-09 12:36:32+00:00,"Mayank Gupta, Co-founder and COO,  #Zopper  shares his views on the relaunch and impact of 'Bhima Bharosa', a revamped version of the grievance redressal mechanism by the Insurance Regulatory and Development Authority of India (  #IRDA  )

  #Insurance    #Insurtech",1,7,9,IRDA
23,https://twitter.com/search?q=%23IRDA%20%23Insurance&src=typed_query&f=top,"Om Prakash, MD",/ompsychiatrist,"May 19, 2019",2019-05-19 09:44:50+00:00,"Campaign  #InsuranceCoverToDementia :

Do you think   #IRDA         give   #insurance   cover to  #Alzheimers   #dementia , a type of  #mentalillness   #MentalHealthCareAct  2017? If yes, please RT & demand

 #RememberThoseWhoForget 
 #Alzheimer",2,1,4,IRDA
24,https://twitter.com/search?q=%23IRDA%20%23Insurance&src=typed_query&f=top,Sarfaraz- OilMan,/beingFaraz80,"Jul 11, 2020",2020-07-11 11:57:36+00:00,Are you going to respond back to the calls or keep on hold..if you dont respond i will ask my credit card company to stop the payment. Or file for the resolution. Kindly refund the amount charged to me through fraudulent practices.  #maxbupa   #fraud   #health    #insurance     #IRDA    #IRDAI,5,1,1,IRDA
25,https://twitter.com/search?q=%23IRDA%20%23Insurance&src=typed_query&f=top,Piyush Puri,/piyushpuri12,"Oct 5, 2018",2018-10-05 14:40:31+00:00,"Reliance Health Insurance

  #IRDA  
 #PaisaQuiz 
 #Participate   #amazon 
 #Quiz   #contest   #poll   #TwitterPolls   #weeklyquiz   #paisabazaar   #personalfinance    #insurance    #amazon   #AmazonVouchers  Join   @chandra_mani38       @Sharat1906   ",,3,5,IRDA
26,https://twitter.com/search?q=%23IRDA%20%23Insurance&src=typed_query&f=top,CA Harshit D. Shah,/caharshitshah,"Jan 20, 2019",2019-01-20 17:30:36+00:00,"#StarHealth    #Insurance     You are a complete fraud company!! Applying a sub-limit of Renal complication to a clear-cut case of Pancreatitis. Just having a Kidney history doesn't make every case a Renal complication. Pl reply, Intimation #0443734   #IRDA   ",2,11,4,IRDA
27,https://twitter.com/search?q=%23IRDA%20%23Insurance&src=typed_query&f=top,Rajwardhan Gawde,/being_vakeel,"Aug 23, 2020",2020-08-23 17:32:05+00:00,"Pollution Control Vertificate is now Mandatory for Renewal of Issurance policy. IRDA issued Circular. 

 #India 
  #insurance  
  #IRDA",,2,7,IRDA
28,https://twitter.com/search?q=%23IRDA%20%23Insurance&src=typed_query&f=top,George Mathew,/GeorgeMathew500,"Jul 29, 2019",2019-07-29 03:25:41+00:00,"#insurance     #IRDA      #lifeinsurance 
          
LIC listing back on agenda, as govt looks to give disinvestment a boost",,3,2,IRDA
29,https://twitter.com/search?q=%23IRDA%20%23Insurance&src=typed_query&f=top,Sunny Karira,/sunnykarira,"Jun 15, 2021",2021-06-15 17:42:07+00:00,"#policybazaarchorhai   #money   #india    #irda     #insurance  
Where is my policy?Y u sold me an invalid policy?  
What kind of cheating is this?
Give me my money!
Its been a very long time,u r only wasting time
Gst fraud also.payment by me, gst bill to UIIC. Still Policy Invalid!",1,1,1,IRDA
30,https://twitter.com/search?q=%23IRDA%20%23Insurance&src=typed_query&f=top,Rakesh Dwivedi,/iRakeshDwivedi,"Jul 3, 2020",2020-07-03 16:06:38+00:00,"#Maxbupa  Everyone watch my video before buying MAXBUPA policy for urself or for ur family

 

 @MaxBupa 
 #Lifeinsurance 
  #iNSURANCE  
 #Mediclaim 
  #IRDA  
               #delhi   #india",,1,3,IRDA
31,https://twitter.com/search?q=%23IRDA%20%23Insurance&src=typed_query&f=top,UN,/UshaNirmala,"Jan 27, 2020",2020-01-27 11:14:13+00:00,"#India : Interesting changes to health   #Insurance   policies are being brought by   #IRDA  . 

You can now add family & friends as a non homogenous group in a policy to claim discount & bargains. A popular option in European countries... Policy holders will gain...",3,31,70,IRDA
32,https://twitter.com/search?q=%23IRDA%20%23Insurance&src=typed_query&f=top,Anil Kapoor,/anilkapoor60,"Nov 19, 2020",2020-11-19 07:03:22+00:00,"New  #YouTube  video out now

How To Invest Money Safely in India || Role of  #RBI   #SEBI    #IRDA  

Channel -  #LifeUnlimiteddVlog 
 #Like   #Share   #Subscribe 
 #Finance 
 #investing 
 #financialplanning 
 #savings 
 #banking 
  #insurance  
 #mutualfunds 
 #postoffice",,1,1,IRDA
33,https://twitter.com/search?q=%23IRDA%20%23Insurance&src=typed_query&f=top,Ravi,/ravithakker2007,"Apr 4, 2020",2020-04-04 12:50:15+00:00,"5 days nd still no reply about the reason for denial of cashless facility. Pathetic customer service and customer harassment policies is how i will describe   .
  #irda     #insurance    #harassment  ",2,3,1,IRDA
34,https://twitter.com/search?q=%23IRDA%20%23Insurance&src=typed_query&f=top,shohini,/shohinisengupta,"May 29, 2019",2019-05-29 02:06:15+00:00,"I write on how the IRDA, our insurance regulator needs to step up its game. 
   #regulatorysandbox    #irda     #insurance",1,2,3,IRDA
35,https://twitter.com/search?q=%23IRDA%20%23Insurance&src=typed_query&f=top,Vymo,/getvymo,Apr 11,2023-04-11 10:53:02+00:00,"In a customer-centric move, IRDA is actively encouraging insurers to lower their expenses and pass benefits to customers!

How should insurance organizations make insurance accessible? 

  #insurance     #IRDA    #customerbenefits   #insurancetrends   #insurancenews",,,,IRDA
36,https://twitter.com/search?q=%23IRDA%20%23Insurance&src=typed_query&f=top,EquityBulls.com,/equitybulls,"Jan 28, 2020",2020-01-28 12:22:57+00:00,"Share India gets insurance biz license from IRDA

 #ShareIndia    #Insurance    #Business   #License    #IRDA  
",,2,3,IRDA
37,https://twitter.com/search?q=%23IRDA%20%23Insurance&src=typed_query&f=top,Pallav Sinha,/PallavPSinha,"Oct 17, 2021",2021-10-17 06:02:40+00:00,Allowing such caveats to simple Accidental death policies is a complete travesty of insurance. How does   #IRDA   approve such products and caveats?   #Insurance,,2,7,IRDA
38,https://twitter.com/search?q=%23IRDA%20%23Insurance&src=typed_query&f=top,CNBC-TV18,/CNBCTV18Live,"Dec 1, 2022",2022-12-01 16:46:03+00:00,"Govt proposes comprehensive reforms in the   #insurance   sector; invites public comments to proposed  #InsuranceLaw  amendments after consulting the sector regulator   #IRDA   & players in the industry.

  reports.",1,7,37,IRDA
39,https://twitter.com/search?q=%23IRDA%20%23Insurance&src=typed_query&f=top,Adv (Dr.) Prashant Mali,/AdvPrashantMali,"Jan 30, 2020",2020-01-30 08:17:31+00:00,"As a Advisory Board Member addressing HOD’s of LIC along with MD of LIC. My most applauded suggestion was “selling maximum policies online” with 
 #cybersecurity   #online   #fraud  considerations.   #insurance    #bfsi   #fintech    #irda    #lic   #aadhaar   #payments",1,4,18,IRDA
40,https://twitter.com/search?q=%23IRDA%20%23Insurance&src=typed_query&f=top,Enterslice,/Enterslice,"Jan 24, 2022",2022-01-24 12:06:26+00:00,"#irdanotification  

IRDA has lowered the obligatory cession on each general insurance policy which has to be reinsured with GIC to 4% from the earlier 5%  
 #latestNews   #Enterslice    #irda     #Insurance    #insurancepolicy   #policy   #GIC",,2,5,IRDA
41,https://twitter.com/search?q=%23IRDA%20%23Insurance&src=typed_query&f=top,Enterslice,/Enterslice,"Jan 12, 2022",2022-01-12 11:50:23+00:00,"#IRDANotification 

IRDA has proposed new guidelines that would modify the remuneration of CEOs, non-executive, managing & WTD of private insurance companies  
 #latestNews   #Enterslice    #irda     #Insurance    #CEOs   #WTD   #regulatory   #insurancecompanies   #CEO   #director",,1,3,IRDA
42,https://twitter.com/search?q=%23IRDA%20%23Insurance&src=typed_query&f=top,Sujit Bangar,/sujit_bangar,"Nov 26, 2019",2019-11-26 00:34:35+00:00,"New IRDA product guidelines would be in place from 1st Dec. Insurance companies have to withdraw non compliant products before that. New plans would be with minor premium increase but obviously added benefit. 
  #insurance     #IRDA    #Investment",,6,5,IRDA
43,https://twitter.com/search?q=%23IRDA%20%23Insurance&src=typed_query&f=top,Moneycontrol,/moneycontrolcom,"Aug 10, 2020",2020-08-10 14:10:38+00:00,"IRDA has directed TPAs not to take health claims payment decisions on behalf of insurance companies, here's why.

  #IRDA     #Insurance    #Health   #HealthInsurance",1,3,17,IRDA
44,https://twitter.com/search?q=%23IRDA%20%23Insurance&src=typed_query&f=top,Computer Age Management Services Limited,/Camsonline,"May 4, 2018",2018-05-04 12:29:29+00:00,"All your insurance policies, be they life, health or motor, can now be maintained as electronic policies in CAMSrep e-Insurance Account (eIA) 
 
 #CAMSrep   #eia   #einsurance    #irda     #insurance    #digitalindia",,2,4,IRDA
45,https://twitter.com/search?q=%23IRDA%20%23Insurance&src=typed_query&f=top,ET NOW,/ETNOWlive,"Apr 18, 2021",2021-04-18 11:41:19+00:00,Explain basis for approving   #insurance   policies excluding  #mental   #illnesses  from full coverage: HC to   #IRDA,1,,6,IRDA
46,https://twitter.com/search?q=%23IRDA%20%23Insurance&src=typed_query&f=top,Moneycontrol,/moneycontrolcom,"Nov 28, 2022",2022-11-28 04:46:47+00:00,"#MCProOpinion  | IRDA’s new rules will help increase competition and innovation.

Here's how  
 
    |   #IRDA     #Insurance",,1,7,IRDA
47,https://twitter.com/search?q=%23IRDA%20%23Insurance&src=typed_query&f=top,Dipak Samanta,/dipaksamanta,"Nov 6, 2020",2020-11-06 07:59:13+00:00,#IRDA   The insurance regulator on Thursday released draft guidelines on determination of compensation to shareholders on the event of merger of an insurer.  #finance   #FinancialServices    #insurance,,3,8,IRDA
48,https://twitter.com/search?q=%23IRDA%20%23Insurance&src=typed_query&f=top,Dipak Samanta,/dipaksamanta,"Feb 13, 2020",2020-02-13 16:48:24+00:00,"#IRDA   The regulator advised all insurers and Third-Party Administrators (TPAs), wherever applicable to make changes and ensure compliance with immediate effect.
 #HealthInsurance    #insurance    #India  ",,3,6,IRDA
49,https://twitter.com/search?q=%23IRDA%20%23Insurance&src=typed_query&f=top,elearnmarkets,/elearnmarkets,"Nov 16, 2018",2018-11-16 09:34:45+00:00,"#IRDA   Regulation 2018: Proposed Changes in Rules for   #Insurance   policies

Read-
",,1,2,IRDA
50,https://twitter.com/search?q=%23IRDA%20%23Insurance&src=typed_query&f=top,Dipak Samanta,/dipaksamanta,"Nov 8, 2019",2019-11-08 00:35:08+00:00,"IRDAI directs Reliance Health Insurance to stop selling policies as solvency slips below threshold.
 #FinancialServices    #insurance     #irda",,5,8,IRDA
51,https://twitter.com/search?q=%23IRDA%20%23Insurance&src=typed_query&f=top,CNBC-TV18,/CNBCTV18News,"Sep 1, 2018",2018-09-01 06:56:13+00:00,"Starting today, if you buy a car or a bike you, have to compulsorily buy a long-term third party insurance policy. So will the total cost of buying a vehicle go up?   explains  #ICYMI    #Insurance     #IRDA    #MotorInsurance",,3,12,IRDA
52,https://twitter.com/search?q=%23IRDA%20%23Insurance&src=typed_query&f=top,Economic Times,/EconomicTimes,"Sep 14, 2021",2021-09-14 11:43:11+00:00,"#MadrasHighCourt  has withdrawn its earlier order directing   #insurance   companies to ensure bumper-to-bumper insurance for 5 years for new vehicles sold from September 1, 2021, after   #IRDA   and others submitted it was impossible to implement the directive",,3,8,IRDA
53,https://twitter.com/search?q=%23IRDA%20%23Insurance&src=typed_query&f=top,IMC Chamber of Commerce and Industry,/IMC_India,"Dec 24, 2019",2019-12-24 05:45:46+00:00,"General insurers want  #FDI  raised to 74% though several companies favor 100%, to help bring the much needed capital and increase the use of  #technology .   #IRDA   had increased FDI to 100% in   #insurance   intermediaries in Sept. IMC welcomes the move.",,1,3,IRDA
54,https://twitter.com/search?q=%23IRDA%20%23Insurance&src=typed_query&f=top,ASCI,/ascionline,"Dec 12, 2019",2019-12-12 05:06:09+00:00,"Hear     Chief outline, why self-regulation is a win-win for consumer as well as advertisers.  #BecomeASCIMember   
 #Advertising 
  #IRDA  
 #Lifeinsurance 
  #insurance  
 #Businessinsight 
 #ASCIAmbassador",1,2,2,IRDA
55,https://twitter.com/search?q=%23IRDA%20%23Insurance&src=typed_query&f=top,Business Standard,/bsindia,"Dec 16, 2019",2019-12-16 10:34:36+00:00,"Majority of the proposals are in the non-life segment, including some from insuretech firms. 

  #IRDA   is expected to approve some of the products this financial year, said sources 

  #insurance    #insurancefirms 
  reports",,,3,IRDA
56,https://twitter.com/search?q=%23IRDA%20%23Insurance&src=typed_query&f=top,LatestLY,/latestly,"Nov 4, 2019",2019-11-04 16:19:48+00:00,"LIC to End Several Individual Insurance Schemes: From Jeevan Anand to Jeevan Labh, Nearly Two Dozen Policies to be Withdrawn From November 30 | Read full report  #LIC    #Insurance    #LifeInsurance    #IRDA",,1,2,IRDA
57,https://twitter.com/search?q=%23Gpay%20%23online&src=typed_query&f=top,Velmurugan C,/Velmuruganc2001,"Nov 17, 2022",2022-11-17 13:11:01+00:00,"#googlepay   #NZvINDonPrime 
 #googleplay    #online  
 #ronaldointerview 
 #tamil 
 #gpaycinemahall 
  #gpay  
 #gpayindihome 
 #visit 
 #40visit 

#https://gpay.app.goo.gl/giABJN",2,1,,googlepay
58,https://twitter.com/search?q=%23Gpay%20%23online&src=typed_query&f=top,RAGHU PERIYASAMY,/Rocks_Raghu,"Nov 18, 2022",2022-11-18 03:35:01+00:00,"Help both of us get floors and cashbacks daily  
  #Gpay    #GooglePay    #online    #TrendingNow",4,,3,googlepay
59,https://twitter.com/search?q=%23Gpay%20%23online&src=typed_query&f=top,Jitendra Jha,/JitendraJha98,"Jul 19, 2022",2022-07-19 08:01:54+00:00,"The value of money doesn't feel the same while making online payment.
 #DigitalIndia    #gpay     #online    #Paytm",,,5,googlepay
60,https://twitter.com/search?q=%23Gpay%20%23online&src=typed_query&f=top,Sunil Kumar Sahoo,/sunil10059370,"May 19, 2021",2021-05-19 04:51:10+00:00,"How to transfer money from google pay to any bank account Google pay से

 #googlepay    #gpay    #bank   #upi   #learntousegpay   #howtousegooglepay   #howtousegpay   #DigitalMarketing   #DigitalTransformation   #digital    #Online    #tech   #OnlineClasses   #tutorial 
  via ",,1,2,googlepay
61,https://twitter.com/search?q=%23Gpay%20%23online&src=typed_query&f=top,Rapid Hacek,/rapidhacek,"Dec 16, 2020",2020-12-16 09:24:15+00:00,"

How to Change/Reset your Google Pay PIN?

  #online    #android   #smartphones   #android   #royalrapidhacek   #technology   #rapidhacek   #Google    #Gpay    #PayAttention   #pins   #password   #encryption   #data   #balance   #banking   #sources 

Citations from:",,2,2,googlepay
62,https://twitter.com/search?q=%23Gpay%20%23online&src=typed_query&f=top,Abhishek,/androidcodingen,Jan 18,2023-01-18 01:18:41+00:00,"Get started with   payment gateway 
Detailed Tutorial Covering Basics
 
 #stripe   #payments   #gateway   #MONEY    #online    #onlinepurchase   #safe    #GPay    #applepay   #phonepay   #paytmrecap2022",,,,googlepay
63,https://twitter.com/search?q=%23Gpay%20%23online&src=typed_query&f=top,TrudyAdah,/AdahTrudy,"Jan 25, 2020",2020-01-25 10:25:17+00:00,"Want solutions in   #online   payment  #integration ? Don't worry,  #Testware  informatics make your transaction more convenient by  #payment  integration process for all your online purchases. 
More:   #paymentinterface   #PayPal    #gpay    #onlinepayment   #bulkpayments",,,1,googlepay
64,https://twitter.com/search?q=%23Gpay%20%23online&src=typed_query&f=top,The Wall,/TheWallTweets,Apr 26,2023-04-26 13:13:26+00:00,"গুগল পে-তে এখন বুক করা যাবে ট্রেনের টিকিটও! জেনে নিন কীভাবে
  #GPay    #UPIApp   #IRCTC   #railway   #tickets    #online    #TheWallBangla 
",,1,,googlepay
65,https://twitter.com/search?q=%23Gpay%20%23online&src=typed_query&f=top,Michael Hallegger,/Claumi8675,"Jan 23, 2020",2020-01-22 21:00:48+00:00,"The Leader for  #Cryptocurrency   #Tracking  and  #Reporting 
   
 #blockchain   #ICO   #bitcoin   #BTC   #ETH   #IOTA   #crypto   #altcoin   #cryptocurrencynews   #networking   #finance   #exchange   #wallet   #investing   #fiat   #business    #online    #paypal   #visa    #Gpay    #trading   #Mining",,,1,googlepay
66,https://twitter.com/search?q=%23Gpay%20%23online&src=typed_query&f=top,MagikbondACP,/magikbond,"Jan 18, 2021",2021-01-18 11:22:07+00:00,"At  #AlstromInternationalPrivateLimited , We do accept all kind of   #Online    #Payment .

 #Magikbond   #Alstrom   #DigitalPayment   #UPI ,  #Bhim   #Paytm    #GPay    #PhonePe   #Freecharge   #Pockets",,,1,googlepay
67,https://twitter.com/search?q=%23Gpay%20%23online&src=typed_query&f=top,FactsNotice,/FactsNotice,"Apr 12, 2021",2021-04-12 09:13:52+00:00,"vchand324-1@oksbi
upi experiment
  #gpay    #paytm   #phonepe   #googlepay   #phonepay   #banktransfer    #online    #google   #upi   #payment   #money   #paytmkaro   #technews   #onlineshopping   #india   #fashion   #whatsapp   #trending   #facebook   #digitalindia   #happycustomer   #jewellery   #follow   #onlinepayments",,,,googlepay
68,https://twitter.com/search?q=%23Gpay%20%23online&src=typed_query&f=top,Behindwoods,/behindwoods,"Oct 29, 2019",2019-10-29 12:51:08+00:00,"#GPay   comes up with new  #update  -  #PIN  not required anymore! 

 
  #Online    #GooglePay   #MoneyTransfer   #Transaction",,4,21,googlepay
69,https://twitter.com/search?q=%23Gpay%20%23online&src=typed_query&f=top,AajTak,/aajtak,"Jan 19, 2022",2022-01-19 07:17:25+00:00,"Android फोन खोने या चोरी होने पर ऐसे डिलीट करें उसमें से GPay अकाउंट, पैसे रहेंगे सेफ

 #AajtakDigital    #Gpay    #UPI   #Payment    #Online    #Smartphone   #Cash   #Bank 

(Sayeed Ansari)",2,10,56,googlepay
70,https://twitter.com/search?q=%23Gpay%20%23online&src=typed_query&f=top,UpdateNews360,/updatenews360,"Jun 28, 2021",2021-06-28 05:23:33+00:00,"Google Pay மூலம் மின்சார கட்டணத்தை ஆன்லைனில் செலுத்துவது எப்படி?
 #TechNews  |   #Gpay   |  #Electricitybill  |   #Online  
",,4,6,googlepay
71,https://twitter.com/search?q=%23Gpay%20%23online&src=typed_query&f=top,My town Media,/mytownmedia0403,"Aug 27, 2022",2022-08-27 13:08:18+00:00,"ஜி-பே ,போன்-பே மூலம் பண பரிவர்த்தனை செய்வதற்கு நிம்மதி தரும் செய்தி.
  #GPay    #phonepay   #mytownmedia   #upitransaction   #ONLINETRANSACTION   #Villupuram360   #villupuramcity    #online    #money   #updates2022   #transactionmanagement   #transactionmonitoring",,,,googlepay
72,https://twitter.com/search?q=%23Gpay%20%23online&src=typed_query&f=top,Avanish Kumar,/avicodes22,"Nov 19, 2022",2022-11-19 05:35:41+00:00,"Let's talk about Online transaction and UPI.
Which app you are using for your online frequent transaction at shops and store?
I'm using   by   in India.
  #gpay     #Online    #transactions   #payments",2,,,googlepay
73,https://twitter.com/search?q=%23Gpay%20%23online&src=typed_query&f=top,Dailyhunt Bangla,/DailyhuntBangla,"Dec 12, 2022",2022-12-12 08:12:46+00:00,"#Gpay   বা  #PhonePe  কোন ক্ষেত্রে দিনে কত টাকার লেনদেন করা সম্ভব? এল নতুন নিয়ম 

 
  #Online    #Digital   #transactions   #UPI   #payments   #money   #Transfers   #TransactionLimit   #GooglePay   #Paytm   #AmazonPay   #DHBangla   #news   #dailyhunt",,,,googlepay
74,https://twitter.com/search?q=%23Gpay%20%23online&src=typed_query&f=top,Richworld HIG,/HIGbrands,"Nov 17, 2022",2022-11-17 07:53:00+00:00,"Flipkart Fashion Sale shop Men & Women Graphic Print Ankle Length  (Pack of 5) get 55% off. only on India's Best Online Fashion Store  . ✓ Free Shipping ✓ COD  ✓Fast Delivery.

 #flipkart   #socks   #husskinz    #online    #Paytm    #GPay    #Thalapathy67   #WWIII   #RC15",,1,1,googlepay
